,culture,CorM,positions,0,100,300,500,780,1000,poly_0,poly_100,poly_300,poly_500,poly_780,poly_1000,depth_0,depth_100,depth_300,depth_500,depth_780,depth_1000,entry_type,REF,ALT,mutation_detail,snp_type,evidence_type,locus_tag,gene_product,Unnamed: 0
22,H5,M,281008.0,0.0,0.0,0.494113445,1.0,1.0,1.0,0.0,0.0,0.494113445,0.971035957,1.0,1.0,0.0,0.0,1303.0,69.0,1036.0,11.0,SNP,A,C,C,nonsynonymous,RA,DVU0247,response regulator,
23,H5,M,308033.0,0.0,0.0,0.0862183571,1.0,1.0,1.0,0.0,0.0,0.0862183571,1.0,0.99524498,1.0,0.0,0.0,1529.0,55.0,1230.0,13.0,SNP,C,T,T,nonsense,RA,DVU0265,hypothetical protein,
24,H5,M,495949.0,0.0,0.0,0.0,0.0,0.423466682,1.0,0.0,0.0,0.0,0.0,0.423466682,1.0,0.0,0.0,0.0,0.0,1216.0,21.0,SNP,C,T,T,intergenic,RA,DVU0439/DVU0440,YCII-related domain-containing protein/hypothetical protein,
25,H5,M,772592.0,0.0,0.0,0.0,0.0,0.552443504,0.0,0.0,0.0,0.0,0.0,0.552443504,0.0,0.0,0.0,0.0,0.0,878.0,0.0,SNP,G,A,A,intergenic,RA,DVU4027/DVU0696,hypothetical protein/hypothetical protein,
26,H5,M,886371.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,DEL,NC_002937,886374,3,,JC,DVU0799,hypothetical protein,
27,H5,M,1199105.0,0.0,0.0,0.0,0.0,0.499664783,0.0,0.0,0.0,0.0,0.0,0.499664783,0.0,0.0,0.0,0.0,0.0,742.0,0.0,SNP,A,T,T,nonsynonymous,RA,DVU1092,sodium-dependent symporter family protein,
28,H5,M,1348610.0,0.0,0.0,0.0,0.0,0.5400247570000001,0.0,0.0,0.0,0.0,0.0,0.5400247570000001,0.0,0.0,0.0,0.0,0.0,687.0,0.0,DEL,G,.,1,,RA,DVU1260,outer membrane protein P1,
29,H5,M,1410745.0,0.0,0.320952415,1.0,1.0,1.0,1.0,0.0,0.320952415,1.0,1.0,1.0,1.0,0.0,187.0,908.0,72.0,674.0,14.0,SNP,T,C,C,nonsynonymous,RA,DVU1333,hypothetical protein,
30,H5,M,1457598.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.98969841,0.997861862,1.0,0.0,0.0,0.0,96.0,857.0,16.0,SNP,T,C,C,nonsynonymous,RA,DVU1383,hypothetical protein,
31,H5,M,1589593.0,0.0,0.0,0.0,0.0,0.0,0.23580515,0.0,0.0,0.0,0.0,0.0,0.23580515,0.0,0.0,0.0,0.0,0.0,,DEL,NC_002937,1589660,67,,JC,[DVU1518]–[DVU1519],"[DVU1518],[DVU1519]",
32,H5,M,1591557.0,0.0,0.0,0.0,0.0,0.0,0.550652088,0.0,0.0,0.0,0.0,0.0,0.550652088,0.0,0.0,0.0,0.0,0.0,,DEL,NC_002937,1591601,44,,JC,DVU1521/DVU1522,hypothetical protein/hypothetical protein,
33,H5,M,1976345.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,DEL,A,.,2,,RA,DVU1900,hypothetical protein,
34,H5,M,2082713.0,0.0,0.0,0.5111327170000001,1.0,1.0,1.0,0.0,0.0,0.5111327170000001,1.0,0.997236252,1.0,0.0,0.0,898.0,44.0,776.0,10.0,DEL,T,.,1,,RA,DVU1999,sulfate transporter family protein,
35,H5,M,2475086.0,0.0,0.0,0.0,0.24010849,0.0511994362,0.0,0.0,0.0,0.0,0.24010849,0.0511994362,0.0,0.0,0.0,0.0,67.0,875.0,0.0,SNP,T,G,G,nonsynonymous,RA,DVU2376,lysyl-tRNA synthetase,
36,H5,M,2992216.0,0.0,0.0,0.0904231071,1.0,1.0,1.0,0.0,0.0,0.0904231071,1.0,0.997602463,1.0,0.0,0.0,1139.0,56.0,834.0,7.0,DEL,G,.,1,,RA,DVU2894,sigma-54 dependent transcriptional regulator,
37,H5,M,3093279.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,SNP,A,C,C,nonsynonymous,RA,DVU2984,hypothetical protein,
38,H5,M,3462663.0,0.0,0.0,0.0,0.0,0.55171442,0.0,0.0,0.0,0.0,0.0,0.55171442,0.0,0.0,0.0,0.0,0.0,966.0,0.0,SNP,G,A,A,intergenic,RA,DVU3285/DVU3286,hypothetical protein/hypothetical protein,
39,H5,M,3536303.0,0.0,0.0,0.0,0.710774899,0.61382246,0.0,0.0,0.0,0.0,0.710774899,0.61382246,0.0,0.0,0.0,0.0,96.0,1021.0,0.0,SNP,T,G,G,nonsynonymous,RA,DVU3364,hypothetical protein,
40,H5,M,3536768.0,0.0,0.0,0.0,0.20362622,0.0,0.0,0.0,0.0,0.0,0.20362622,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,DEL,NC_002937,3536796,28,,JC,DVU3364,hypothetical protein,
41,H6,M,495949.0,0.0,0.0,0.0,,0.480609894,0.0,0.0,0.0,0.0,,0.480609894,0.0,0.0,0.0,0.0,,953.0,0.0,SNP,C,T,T,intergenic,RA,DVU0439/DVU0440,YCII-related domain-containing protein/hypothetical protein,
42,H6,M,497325.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,6.0,SNP,A,G,G,nonsynonymous,RA,DVU0440,hypothetical protein,
43,H6,M,516063.0,0.0,0.0,0.0,,0.426384142,0.0,0.0,0.0,0.0,,0.426384142,0.0,0.0,0.0,0.0,,,0.0,DEL,NC_002937,516074,11,,JC,DVU0451,chloride channel family protein,
44,H6,M,517109.0,0.0,0.0,0.0801596642,,0.571167469,0.0,0.0,0.0,0.0801596642,,0.571167469,0.0,0.0,0.0,649.0,,788.0,0.0,SNP,A,T,T,nonsynonymous,RA,DVU0451,chloride channel family protein,
45,H6,M,709533.0,0.0,0.0,0.284069538,,0.419463158,1.0,0.0,0.0,0.284069538,,0.419463158,1.0,0.0,0.0,549.0,,677.0,10.0,SNP,C,T,T,nonsynonymous,RA,DVU0638,hypothetical protein,
46,H6,M,1307315.0,0.0,0.0,0.0,,0.473451138,0.0,0.0,0.0,0.0,,0.473451138,0.0,0.0,0.0,0.0,,669.0,0.0,SNP,C,T,T,nonsynonymous,RA,DVU1215,PAP2 family protein,
47,H6,M,1410900.0,0.0,0.0,0.294195175,,0.0,0.0,0.0,0.0,0.294195175,,0.0,0.0,0.0,0.0,442.0,,0.0,0.0,SNP,C,T,T,noncoding,RA,DVU_tRNA-Leu-3,tRNA-Leu,
48,H6,M,1535782.0,0.0,0.0,0.411841019,,0.440782914,0.0,0.0,0.0,0.411841019,,0.440782914,0.0,0.0,0.0,,,,0.0,DEL,NC_002937,1535815,33,,JC,DVU1455,hypothetical protein,
49,H6,M,1601172.0,0.0,0.553842068,0.189324379,,0.515686512,0.0,0.0,0.553842068,0.189324379,,0.515686512,0.0,0.0,65.0,581.0,,733.0,0.0,DEL,C,.,1,,RA,DVU1531,methyltransferase,
50,H6,M,1601346.0,0.0,0.276590347,0.457139969,,0.0,0.0,0.0,0.276590347,0.457139969,,0.0,0.0,0.0,47.0,595.0,,0.0,0.0,DEL,C,.,2,,RA,DVU1531,methyltransferase,
51,H6,M,2173855.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,0.88911581,0.0,0.0,0.0,,0.0,9.0,SNP,G,A,A,intergenic,RA,DVU2084/DVU2085,oligopeptide-binding protein/Snf2 family protein,
52,H6,M,2992399.0,0.0,0.0,0.154238701,,0.430294514,0.0,0.0,0.0,0.154238701,,0.430294514,0.0,0.0,0.0,662.0,,883.0,0.0,SNP,G,T,T,nonsynonymous,RA,DVU2894,sigma-54 dependent transcriptional regulator,
53,H6,M,3026322.0,0.0,0.0,0.0699124336,,0.5093469620000001,0.0,0.0,0.0,0.0699124336,,0.5093469620000001,0.0,0.0,0.0,592.0,,723.0,0.0,SNP,A,C,C,nonsynonymous,RA,DVU2928,DNA-directed RNA polymerase subunit beta,
54,H6,M,3088888.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,0.7778215409999999,0.0,0.0,0.0,,0.0,9.0,SNP,G,A,A,intergenic,RA,DVU2980/DVU2981,CDP-diacylglycerol--serine O-phosphatidyltransferase/2-isopropylmalate synthase,
55,H6,M,3286426.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,,0.5401353839999999,0.0,0.0,0.0,0.0,,872.0,0.0,DEL,G,.,1,,RA,DVU3137,3-ketoacyl-ACP reductase,
56,H6,M,3536393.0,0.0,0.0,0.0,,0.384808216,0.0,0.0,0.0,0.0,,0.384808216,0.0,0.0,0.0,0.0,,,0.0,DEL,NC_002937,3536397,4,,JC,DVU3364,hypothetical protein,
57,U1,M,16512.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,DEL,NC_002937,16511,3,,JC,DVU0013,sensory box histidine kinase,
58,U1,M,495944.0,0.0,0.0,0.537181377,1.0,1.0,1.0,0.0,0.0,0.537181377,1.0,1.0,1.0,0.0,0.0,1551.0,48.0,1668.0,10.0,SNP,C,T,T,intergenic,RA,DVU0439/DVU0440,YCII-related domain-containing protein/hypothetical protein,
59,U1,M,709770.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.754914284,0.996990204,1.0,0.997650146,1.0,0.0,102.0,1272.0,76.0,1201.0,5.0,SNP,C,T,T,nonsynonymous,RA,DVU0638,hypothetical protein,
60,U1,M,886367.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,DEL,NC_002937,886366,3,,JC,DVU0799,hypothetical protein,
61,U1,M,1283340.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.996085167,0.0,0.0,0.0,0.0,0.0,1346.0,0.0,DEL,T,.,1,,RA,DVU1191,ATP-dependent protease La,
62,U1,M,1410900.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,46.0,1347.0,0.0,SNP,C,T,T,noncoding,RA,DVU_tRNA-Leu-3,tRNA-Leu,
63,U1,M,1744271.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.996213913,1.0,0.999102592,0.0,0.0,0.0,1308.0,53.0,1486.0,0.0,SNP,A,T,T,nonsynonymous,RA,DVU1663,permease,
64,U1,M,1853669.0,0.0,0.0,0.0,0.0,0.594318867,0.0,0.0,0.0,0.0,0.0,0.594318867,0.0,0.0,0.0,0.0,0.0,1331.0,0.0,SNP,A,T,T,nonsynonymous,RA,DVU1788,RNA polymerase sigma-70 factor,
65,U1,M,2092000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.992897987,0.0,0.0,0.0,0.0,0.0,1162.0,0.0,DEL,G,.,1,,RA,DVU2013,hydroxylamine reductase,
66,U1,M,2307288.0,0.0,0.0,0.0,0.0,0.314732767,0.0,0.0,0.0,0.0,0.0,0.314732767,0.0,0.0,0.0,0.0,0.0,,0.0,DEL,NC_002937,2307309,21,,JC,DVU2210,hypothetical protein,
67,U1,M,2724641.0,0.0,0.0,0.0,0.231231231,0.0,0.0,0.0,0.0,0.0,0.231231231,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,DEL,NC_002937,2724711,70,,JC,DVU2603,hypothetical protein,
68,U1,M,3398808.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.993449211,0.0,0.0,0.0,0.0,0.0,1524.0,0.0,SNP,A,T,T,synonymous|nonsynonymous,RA,DVU3229|DVU3230,RNA polymerase sigma factor for flagellar operon FliA|flagellar synthesis regulator FleN,
69,U1,M,3536313.0,0.0,0.0,0.8934021000000001,1.0,1.0,1.0,0.0,0.0,0.8934021000000001,1.0,0.997718811,1.0,0.0,0.0,1285.0,97.0,1428.0,4.0,DEL,G,.,1,,RA,DVU3364,hypothetical protein,
70,U2,M,,0.0,0.0,0.0,0.0,0.844246864,0.0,,,,,,,,,,,,,SNP,G,C,C,nonsynonymous,RA,DVU0110,sigma-54 dependent transcriptional regulator/response regulator,143142.0
71,U2,M,,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,SNP,C,T,T,intergenic,RA,DVU0439/DVU0440,YCII-related domain-containing protein/hypothetical protein,495944.0
72,U2,M,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,SNP,G,A,A,nonsynonymous,RA,DVU0440,hypothetical protein,497369.0
73,U2,M,,0.0,0.0,0.0,0.868131868,1.0,0.8008658009999999,,,,,,,,,,,,,DEL,NC_002937,886377,3,,JC,DVU0799,hypothetical protein,886374.0
74,U2,M,,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,DEL,C,.,1,,RA,DVU1453,long-chain-fatty-acid--CoA ligase,1533439.0
75,U2,M,,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,DEL,A,.,1,,RA,DVU1531,methyltransferase,1601462.0
76,U2,M,,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,SNP,C,G,G,nonsynonymous,RA,DVU1571,transcription termination factor Rho,1655900.0
77,U2,M,,0.0,0.0,0.0,0.0,0.855926037,1.0,,,,,,,,,,,,,SNP,T,G,G,synonymous,RA,DVU1571,transcription termination factor Rho,1655902.0
78,U2,M,,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,INS,.,C,C,,RA,DVU1862,diguanylate cyclase,1931231.0
79,U5,M,281131.0,0.0,0.0,0.315985993,0.0,0.7389655959999999,0.0,0.0,0.0,0.315985993,0.0,0.7389655959999999,0.0,0.0,0.0,,0.0,,0.0,DEL,NC_002937,281269,138,,JC,DVU0247,response regulator,
80,U5,M,495944.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.800066948,0.0,0.0,0.0,0.0,0.0,15.0,SNP,C,T,T,intergenic,RA,DVU0439/DVU0440,YCII-related domain-containing protein/hypothetical protein,
81,U5,M,709655.0,0.0,0.0,0.0,0.0,0.623431683,0.0,0.0,0.0,0.0,0.0,0.623431683,0.0,0.0,0.0,0.0,0.0,845.0,0.0,SNP,C,T,T,nonsynonymous,RA,DVU0638,hypothetical protein,
82,U5,M,709770.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.980926514,1.0,1.0,0.997867584,1.0,0.0,37.0,450.0,122.0,889.0,12.0,SNP,C,T,T,nonsynonymous,RA,DVU0638,hypothetical protein,
83,U5,M,709774.0,0.0,0.0,0.0,0.0,0.20461607,1.0,0.0,0.0,0.0,0.0,0.20461607,0.916755676,0.0,0.0,0.0,0.0,928.0,12.0,SNP,G,A,A,nonsynonymous,RA,DVU0638,hypothetical protein,
84,U5,M,884443.0,0.0,0.0,0.0,0.0,0.199820042,1.0,0.0,0.0,0.0,0.0,0.199820042,0.8750767709999999,0.0,0.0,0.0,0.0,963.0,8.0,SNP,G,A,A,nonsense,RA,DVU0797,hypothetical protein,
85,U5,M,884732.0,0.0,0.0,0.0,0.6376791,0.0,0.0,0.0,0.0,0.0,0.6376791,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,DEL,G,.,2,,RA,DVU0797,hypothetical protein,
86,U5,M,886242.0,0.0,0.0,0.0,0.0,0.797917843,0.0,0.0,0.0,0.0,0.0,0.797917843,0.0,0.0,0.0,0.0,0.0,994.0,0.0,SNP,G,A,A,nonsynonymous,RA,DVU0799,hypothetical protein,
87,U5,M,886255.0,0.0,0.0,0.0,0.796289976,0.0,0.0,0.0,0.0,0.0,0.796289976,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,INS,NC_002937,886256,GGT,,JC,DVU0799,hypothetical protein,
88,U5,M,886344.0,0.0,0.0,1.0,1.0,0.7675538059999999,0.0,0.0,0.0,0.995822906,0.8329458240000001,0.7675538059999999,0.0,0.0,0.0,466.0,78.0,976.0,0.0,SNP,G,A,A,nonsynonymous,RA,DVU0799,hypothetical protein,
89,U5,M,1307405.0,0.0,0.42307806,1.0,1.0,1.0,1.0,0.0,0.42307806,0.99120903,1.0,0.990563393,1.0,0.0,26.0,455.0,60.0,867.0,4.0,DEL,G,.,2,,RA,DVU1215,PAP2 family protein,
90,U5,M,1564206.0,0.0,0.35608196299999995,0.0548706055,0.0,0.0,0.0,0.0,0.35608196299999995,0.0548706055,0.0,0.0,0.0,0.0,56.0,473.0,0.0,0.0,0.0,SNP,C,T,T,nonsynonymous,RA,DVU1486,"tail fiber protein, truncation",
91,U5,M,1600676.0,0.0,0.0,0.0,0.0,0.185438156,1.0,0.0,0.0,0.0,0.0,0.185438156,1.0,0.0,0.0,0.0,0.0,880.0,7.0,SNP,T,A,A,nonsynonymous,RA,DVU1530,metallo-beta-lactamase,
92,U5,M,1859638.0,0.0,0.0,0.34855545200000004,0.8658536590000001,0.780660377,0.0,0.0,0.0,0.34855545200000004,0.8658536590000001,0.780660377,0.0,0.0,0.0,,,,0.0,DEL,NC_002937,1859655,17,,JC,DVU1797,dimethyladenosine transferase,
93,U5,M,2081739.0,0.0,0.0,0.123166084,0.807338715,0.747003555,0.0,0.0,0.0,0.123166084,0.807338715,0.747003555,0.0,0.0,0.0,479.0,109.0,751.0,0.0,DEL,C,.,2,,RA,DVU1999,sulfate transporter family protein,
94,U5,M,2992753.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.61492157,0.0,0.0,0.0,0.0,0.0,1166.0,0.0,DEL,C,.,1,,RA,DVU2894,sigma-54 dependent transcriptional regulator,
95,U5,M,3159877.0,0.0,0.0,0.0,0.0,0.0,0.72046733,0.0,0.0,0.0,0.0,0.0,0.72046733,0.0,0.0,0.0,0.0,0.0,,DEL,NC_002937,3159888,11,,JC,DVU3033,iron-sulfur cluster-binding protein,
96,U6,M,294967.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.900146008,0.0,0.0,0.0,0.0,0.0,10.0,0.0,SNP,G,A,A,noncoding,RA,Dv16SB,16S ribosomal RNA,
97,U6,M,294974.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.90014267,0.0,0.0,0.0,0.0,0.0,10.0,0.0,SNP,C,T,T,noncoding,RA,Dv16SB,16S ribosomal RNA,
98,U6,M,495944.0,0.0,0.0,0.127791405,1.0,0.938453674,1.0,0.0,0.0,0.127791405,0.850024223,0.938453674,0.72731638,0.0,0.0,1034.0,20.0,1099.0,11.0,SNP,C,T,T,intergenic,RA,DVU0439/DVU0440,YCII-related domain-containing protein/hypothetical protein,
99,U6,M,497373.0,0.0,0.0,0.689341545,0.0,0.0,0.0,0.0,0.0,0.689341545,0.0,0.0,0.0,0.0,0.0,1147.0,0.0,0.0,0.0,SNP,C,T,T,nonsynonymous,RA,DVU0440,hypothetical protein,
100,U6,M,516451.0,0.0,0.640435061,1.0,1.0,1.0,1.0,0.0,0.640435061,0.996873597,1.0,0.998168561,1.0,0.0,,,,,,DEL,NC_002937,516454,3,,JC,DVU0451,chloride channel family protein,
101,U6,M,650425.0,0.0,0.0,0.692190647,0.0,0.0,0.0,0.0,0.0,0.692190647,0.0,0.0,0.0,0.0,0.0,1109.0,0.0,0.0,0.0,SNP,C,T,T,intergenic,RA,DVU0583/DVU0584,lipoprotein/transposase,
102,U6,M,709570.0,0.0,0.0,0.71491003,0.0,0.0,0.0,0.0,0.0,0.71491003,0.0,0.0,0.0,0.0,0.0,758.0,0.0,0.0,0.0,SNP,A,T,T,nonsynonymous,RA,DVU0638,hypothetical protein,
103,U6,M,1109644.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.562508106,0.0,0.0,0.0,0.0,0.0,16.0,INS,.,G,G,,RA,DVU1012,hemolysin-type calcium-binding repeat-containing protein,
104,U6,M,1601172.0,0.0,0.659088135,1.0,1.0,1.0,1.0,0.0,0.659088135,0.996101379,1.0,0.997383118,1.0,0.0,88.0,853.0,8.0,764.0,7.0,DEL,C,.,1,,RA,DVU1531,methyltransferase,
105,U6,M,1687660.0,0.0,0.0,0.0,0.0,0.27364254,0.0,0.0,0.0,0.0,0.0,0.27364254,0.0,0.0,0.0,0.0,0.0,698.0,0.0,SNP,C,T,T,synonymous,RA,DVU1604,hypothetical protein,
106,U6,M,2134913.0,0.0,0.0,0.0,0.0,0.227069855,0.0,0.0,0.0,0.0,0.0,0.227069855,0.0,0.0,0.0,0.0,0.0,916.0,0.0,DEL,T,.,1,,RA,DVU2057,hypothetical protein,
107,U6,M,2512432.0,0.0,0.327045918,0.0,0.0,0.0,0.0,0.0,0.327045918,0.0,0.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,INS,.,C,C,,RA,DVU2405,iron-containing alcohol dehydrogenase,
108,U6,M,2771141.0,0.0,0.128514056,0.0,0.3726708070000001,0.08035666450000001,0.0,0.0,0.128514056,0.0,0.3726708070000001,0.08035666450000001,0.0,0.0,,0.0,,,0.0,DEL,NC_002937,2771205,64,,JC,DVU2656,hypothetical protein,
109,U6,M,3029846.0,0.0,0.0,0.250975132,1.0,0.946160316,0.0,0.0,0.0,0.250975132,0.7273340229999999,0.946160316,0.0,0.0,0.0,888.0,22.0,944.0,0.0,SNP,G,A,A,nonsynonymous,RA,DVU2928,DNA-directed RNA polymerase subunit beta,
